H00001 NP_001005484.1
H26323 NP_001035939.1
H26324 NP_001093109.1
H26325 NP_001093108.1
H26326 NP_009076.2
H26327 NP_065968.1
H26328 NP_597723.1
H26329 NP_001138815.1
H26330 NP_001138816.1
H26331 NP_116227.1
H26332 NP_001138817.1
H26333 NP_001159508.1
H26334 NP_001159509.1
H26335 NP_001012774.1
H26336 NP_001159510.1
H26337 NP_066002.3
H26338 NP_001139121.1
H26339 NP_001139122.1
H26340 NP_116214.2
H26341 NP_694989.2
H26342 NP_689816.2
H26343 NP_001180481.1
H26344 NP_996777.2
H26345 NP_003410.1
H26346 NP_001165450.1
H26347 NP_001032309.2
H26348 NP_940941.2
H26349 NP_653290.2
H26350 NP_954577.1
H26351 NP_689868.1
H26352 NP_689492.3
H26353 NP_689817.1
H26354 NP_861451.1
H26355 NP_115829.1
H26356 NP_689697.2
H26357 NP_653295.1
H26358 NP_001013681.2
H26359 NP_057620.3
H26360 NP_689819.1
H26361 NP_001165696.1
H26362 NP_001165697.1
H26363 NP_055713.1
H26364 NP_689818.2
H26365 XP_001720650.1
H26366 NP_116078.4
H26367 NP_001166148.1
H26368 NP_001166161.1
H26369 NP_001166162.1
H26370 NP_001166160.1
H26371 NP_001166163.1
H26372 NP_689573.3
H26373 NP_114157.3
H26374 NP_055888.1
H26375 NP_001128627.1
H26376 NP_004638.2
H26377 NP_001128628.1
H26378 NP_150281.1
H26379 NP_066925.1
H26380 NP_001159575.1
H26381 NP_277055.1
H26382 NP_001034761.1
H26383 NP_001034762.1
H26384 NP_001034760.1
H26385 NP_001138933.1
H26386 NP_291035.1
H26387 NP_001138934.1
H26388 NP_001138935.1
H26389 NP_004814.1
H26390 NP_067008.3
H26391 NP_002803.2
H26392 NP_689870.3
H26393 NP_001035987.1
H26394 NP_001034705.1
H26395 NP_777565.3
H26396 NP_733749.1
H26397 NP_001139674.1
H26398 NP_001139675.1
H26399 NP_001139676.1
H26400 NP_001139677.1
H26401 NP_001139678.1
H26402 NP_001139679.1
H26403 NP_000531.2
H26404 NP_001036188.1
H26405 NP_001036065.1
H26406 NP_009112.1
H26407 NP_037366.1
H26408 NP_004915.2
H26409 NP_653292.2
H26410 NP_002298.1
H26411 NP_001035972.1
H26412 NP_006140.1
H26413 NP_001389.2
H26414 NP_001524.2
H26415 NP_001005335.1
H26416 NP_940847.1
H26417 NP_036369.2
H26418 NP_085096.1
H26419 NP_001180215.1
H26420 NP_002494.2
H26421 NP_001001716.1
H26422 XP_938714.3
H26423 NP_001139373.1
H26424 NP_060297.1
H26425 NP_066930.1
H26426 NP_203527.1
H26427 NP_203526.1
H26428 NP_680474.1
H26429 NP_079183.4
H26430 NP_849142.1
H26431 NP_001004318.2
H26432 NP_001014831.1
H26433 NP_001014834.1
H26434 NP_005875.1
H26435 NP_001014832.1
H26436 NP_001014835.1
H26437 NP_001001414.1
H26438 NP_001073937.1
H26439 NP_742151.2
H26440 NP_742150.1
H26441 NP_742152.1
H26442 NP_065913.1
H26443 NP_004868.1
H26444 NP_060498.2
H26445 NP_061961.2
H26446 NP_060062.1
H26447 NP_003398.1
H26448 NP_073746.2
H26449 NP_001011.1
H26450 NP_003160.2
H26451 NP_001104490.1
H26452 NP_001124296.1
H26453 NP_001124297.1
H26454 NP_001001563.1
H26455 NP_982353.1
H26456 NP_058637.1
H26457 NP_874363.1
H26458 NP_689574.1
H26459 NP_694964.3
H26460 NP_037400.1
H26461 NP_001177370.1
H26462 NP_064514.1
H26463 NP_982297.1
H26464 NP_001819.2
H26465 NP_001137304.1
H26466 NP_004705.1
H26467 NP_006474.1
H26468 NP_006475.1
H26469 NP_001427.2
H26470 NP_003881.2
H26471 NP_694546.1
H26472 NP_006494.1
H26473 NP_848639.2
H26474 NP_001005851.1
H26475 NP_001136051.1
H26476 NP_001136049.1
H26477 NP_001010880.2
H26478 NP_001136050.1
H26479 NP_002437.2
H26480 NP_689692.2
H26481 NP_079153.2
H26482 NP_001617.1
H26483 XP_003118822.1
H26484 NP_849152.1
H26485 NP_001026866.1
H26486 NP_036400.2
H26487 NP_653286.2
H26488 NP_870998.2
H26489 NP_066007.1
H26490 NP_037508.2
H26491 NP_037500.2
H26492 NP_976219.1
H26493 NP_000704.1
H26494 NP_066022.2
H26495 NP_079489.2
H26496 NP_612401.2
H26497 NP_003564.2
H26498 NP_001036009.1
H26499 NP_001036010.1
H26500 NP_004747.1
H26501 NP_079152.3
H26502 NP_001136027.1
H26503 NP_079470.1
H26504 NP_940878.3
H26505 NP_004587.1
H26506 NP_006524.1
H26507 NP_057238.3
H26508 NP_542770.2
H26509 NP_444274.1
H26510 NP_000753.3
H26511 NP_085079.2
H26512 NP_000755.2
H26513 NP_000758.1
H26514 NP_000757.2
H26515 NP_000765.2
H26516 NP_085125.1
H26517 NP_068713.2
H26518 NP_001690.2
H26519 NP_008971.2
H26520 NP_653333.1
H26521 NP_443080.1
H26522 NP_000651.3
H26523 NP_085055.2
H26524 NP_001092292.1
H26525 NP_001092295.1
H26526 NP_001092294.1
H26527 NP_001092293.1
H26528 NP_001092291.1
H26529 NP_001036060.1
H26530 NP_064543.3
H26531 NP_000700.1
H26532 NP_001158255.1
H26533 NP_940942.1
H26534 NP_060505.2
H26535 NP_001161343.1
H26536 NP_001161339.1
H26537 NP_001161341.1
H26538 NP_001161342.1
H26539 NP_001161340.1
H26540 NP_001123986.1
H26541 NP_001091976.1
H26542 NP_291021.2
H26543 NP_001808.2
H26544 NP_008821.1
H26545 NP_004354.2
H26546 NP_002474.3
H26547 NP_001806.2
H26548 NP_775777.3
H26549 NP_001035373.1
H26550 NP_001013.1
H26551 NP_001774.1
H26552 NP_067612.1
H26553 NP_945353.1
H26554 NP_004697.2
H26555 NP_945328.1
H26556 XP_372730.7
H26557 NP_006414.2
H26558 NP_689509.1
H26559 NP_002079.3
H26560 NP_073589.4
H26561 NP_002689.1
H26562 NP_579874.1
H26563 NP_597701.1
H26564 NP_063937.2
H26565 NP_006485.2
H26566 NP_055940.3
H26567 NP_002564.1
H26568 NP_001139411.1
H26569 NP_001139412.1
H26570 NP_954979.2
H26571 NP_775904.2
H26572 NP_001401.2
H26573 NP_115877.2
H26574 NP_005348.2
H26575 NP_940879.1
H26576 NP_001703.2
H26577 NP_001171742.1
H26578 NP_001171744.1
H26579 NP_001020083.1
H26580 NP_001171745.1
H26581 NP_001807.2
H26582 NP_066296.2
H26583 NP_001123639.1
H26584 NP_001123640.1
H26585 NP_874366.1
H26586 NP_001171755.1
H26587 NP_001171754.1
H26588 NP_008836.2
H26589 NP_001027020.1
H26590 NP_002773.1
H26591 NP_002774.2
H26592 NP_001106881.1
H26593 NP_002776.3
H26594 NP_976032.2
H26595 NP_112536.2
H26596 NP_002772.3
H26597 NP_001123486.1
H26598 NP_002771.2
H26599 NP_998798.1
H26600 NP_002775.3
H26601 NP_065139.2
H26602 NP_113639.4
H26603 NP_001123483.1
H26604 NP_055215.2
H26605 NP_942147.3
H26606 NP_055112.2
H26607 NP_777605.1
H26608 NP_006288.2
H26609 NP_001180550.1
H26610 NP_001180551.1
H26611 NP_001007562.1
H26612 NP_077303.1
H26613 NP_001138819.1
H26614 NP_872304.2
H26615 NP_001139113.1
H26616 NP_660339.1
H26617 NP_001005376.1
H26618 NP_002650.1
H26619 NP_001005377.1
H26620 NP_062558.1
H26621 NP_061981.2
H26622 NP_002241.1
H26623 NP_001026919.2
H26624 NP_872379.2
H26625 NP_862828.1
H26626 NP_001028891.2
H26627 NP_003416.1
H26628 NP_037491.2
H26629 NP_003436.2
H26630 NP_932355.1
H26631 NP_006291.2
H26632 NP_001123468.1
H26633 NP_037492.2
H26634 NP_037493.3
H26635 NP_001032902.1
H26636 NP_037530.2
H26637 NP_037494.2
H26638 NP_006621.1
H26639 NP_001138296.1
H26640 NP_001027544.1
H26641 NP_001027545.1
H26642 NP_001139692.1
H26643 NP_057003.2
H26644 NP_001027546.1
H26645 NP_872296.1
H26646 NP_861421.1
H26647 NP_004225.3
H26648 NP_001076804.1
H26649 NP_037512.3
H26650 NP_689567.3
H26651 NP_055333.2
H26652 NP_037388.2
H26653 NP_001096067.1
H26654 NP_001096068.1
H26655 NP_001096069.1
H26656 NP_001096070.1
H26657 XP_097278.3
H26658 NP_006496.3
H26659 NP_001129240.1
H26660 NP_001129241.1
H26661 NP_001129242.1
H26662 NP_064604.2
H26663 NP_001121365.1
H26664 NP_001034302.2
H26665 NP_005169.2
H26666 NP_036248.3
H26667 NP_001124324.1
H26668 NP_005572.2
H26669 NP_001013275.1
H26670 NP_001036189.1
H26671 NP_002847.1
H26672 NP_006105.1
H26673 NP_001122388.1
H26674 NP_001122389.1
H26675 NP_000032.1
H26676 NP_001636.1
H26677 NP_001637.1
H26678 NP_000474.2
H26679 NP_001285.1
H26680 NP_006500.2
H26681 NP_008987.2
H26682 NP_660331.1
H26683 NP_078983.1
H26684 NP_001007270.1
H26685 NP_001007271.1
H26686 XP_001723062.1
H26687 XP_003118823.1
H26688 XP_003118825.1
H26689 XP_003118827.1
H26690 XP_003118824.1
H26691 XP_003118826.1
H26692 NP_940880.3
H26693 NP_077013.1
H26694 NP_997715.1
H26695 NP_612635.3
H26696 NP_113605.2
H26697 NP_001815.2
H26698 NP_803136.2
H26699 NP_000391.1
H26700 NP_001124339.1
H26701 NP_006654.2
H26702 NP_001135974.1
H26703 NP_036231.1
H26704 NP_001974.1
H26705 NP_001159521.1
H26706 NP_973730.1
H26707 NP_006723.2
H26708 NP_001107643.1
H26709 NP_996783.1
H26710 NP_005610.1
H26711 NP_996784.1
H26712 NP_001073870.1
H26713 NP_003361.1
H26714 NP_001017989.2
H26715 NP_079412.1
H26716 NP_005273.1
H26717 NP_001180197.1
H26718 NP_001180198.1
H26719 NP_036287.1
H26720 NP_000155.1
H26721 NP_004588.1
H26722 NP_808210.2
H26723 NP_060129.2
H26724 NP_001156849.1
H26725 NP_001073938.1
H26726 XP_373809.5
H26727 NP_787071.2
H26728 NP_001075031.1
H26729 NP_001075029.1
H26730 NP_004400.4
H26731 NP_001075032.1
H26732 NP_004934.1
H26733 NP_110412.1
H26734 NP_004810.2
H26735 NP_004488.2
H26736 NP_056464.1
H26737 NP_001012661.1
H26738 NP_001025032.1
H26739 NP_002507.1
H26740 NP_001073871.1
H26741 NP_005082.1
H26742 NP_001002923.1
H26743 NP_997276.1
H26744 NP_001128585.1
H26745 NP_001002915.2
H26746 NP_940943.1
H26747 NP_690008.2
H26748 NP_690007.1
H26749 NP_071907.3
H26750 NP_006238.1
H26751 NP_114429.2
H26752 NP_001096619.1
H26753 NP_060685.2
H26754 XP_003118829.1
H26755 NP_065760.1
H26756 XP_003118828.1
H26757 NP_005175.2
H26758 NP_000951.1
H26759 NP_150283.1
H26760 NP_659493.2
H26761 NP_001073349.1
H26762 NP_057541.2
H26763 NP_001073350.1
H26764 NP_001073351.1
H26765 NP_037535.2
H26766 NP_001034966.1
H26767 NP_077277.1
H26768 NP_001034974.1
H26769 NP_005619.1
H26770 NP_001138617.1
H26771 NP_001138616.1
H26772 NP_004060.2
H26773 NP_067586.1
H26774 NP_004482.4
H26775 NP_002508.2
H26776 NP_060324.1
H26777 NP_055983.1
H26778 NP_001139185.1
H26779 NP_005491.1
H26780 NP_001139186.1
H26781 NP_001120712.1
H26782 NP_001120714.1
H26783 NP_001120713.1
H26784 NP_055232.1
H26785 NP_056418.1
H26786 NP_848606.1
H26787 NP_001727.1
H26788 NP_060955.1
H26789 NP_055496.2
H26790 NP_001009813.1
H26791 NP_064545.1
H26792 NP_055878.1
H26793 NP_008990.2
H26794 NP_003818.2
H26795 NP_001094889.1
H26796 NP_056526.3
H26797 NP_055416.2
H26798 NP_056525.2
H26799 XP_001133811.1
H26800 NP_003000.1
H26801 NP_940881.2
H26802 NP_000545.1
H26803 NP_003158.2
H26804 NP_001121798.1
H26805 NP_071425.3
H26806 NP_062829.1
H26807 NP_001152794.1
H26808 NP_003697.2
H26809 NP_001152795.1
H26810 NP_000225.1
H26811 XP_001713822.2
H26812 NP_001171829.1
H26813 NP_055774.2
H26814 NP_001171830.1
H26815 NP_001171831.1
H26816 NP_001171832.1
H26817 NP_001171833.1
H26818 NP_705836.1
H26819 NP_653178.3
H26820 NP_001416.1
H26821 NP_060743.2
H26822 NP_036583.2
H26823 NP_006792.1
H26824 NP_000827.2
H26825 NP_113673.3
H26826 NP_037480.1
H26827 NP_733838.1
H26828 NP_059431.1
H26829 NP_004219.3
H26830 NP_001073903.1
H26831 NP_814444.1
H26832 NP_004596.2
H26833 NP_060178.2
H26834 NP_598005.1
H26835 NP_000970.1
H26836 NP_064511.2
H26837 NP_001343.2
H26838 NP_001208.2
H26839 NP_665806.1
H26840 NP_000502.4
H26841 NP_001091107.1
H26842 NP_001124387.1
H26843 NP_872380.1
H26844 NP_060275.2
H26845 NP_872381.2
H26846 NP_000139.1
H26847 NP_061986.1
H26848 NP_001181.2
H26849 NP_001158245.1
H26850 NP_057330.2
H26851 NP_065955.2
H26852 NP_001154826.1
H26853 NP_055145.3
H26854 NP_003314.2
H26855 NP_006175.2
H26856 NP_055290.1
H26857 NP_620116.1
H26858 NP_620118.1
H26859 NP_620119.2
H26860 NP_004315.1
H26861 NP_000137.2
H26862 NP_002094.2
H26863 NP_001155059.1
H26864 NP_006657.1
H26865 NP_000885.1
H26866 XP_003118808.1
H26867 NP_000728.1
H26868 NP_203696.2
H26869 NP_203695.2
H26870 NP_149032.1
H26871 NP_149439.1
H26872 NP_149133.1
H26873 XP_002343732.2
H26874 NP_006170.1
H26875 NP_114092.2
H26876 NP_003080.2
H26877 NP_071448.1
H26878 NP_060581.2
H26879 NP_003651.1
H26880 NP_002143.1
H26881 NP_060106.2
H26882 NP_054756.2
H26883 NP_001765.1
H26884 NP_001035120.1
H26885 NP_003589.1
H26886 NP_055234.1
H26887 NP_653289.3
H26888 NP_848544.1
H26889 XP_003118817.1
H26890 NP_064705.1
H26891 NP_060386.1
H26892 NP_699160.2
H26893 NP_001138868.1
H26894 NP_001450.2
H26895 NP_036555.1
H26896 NP_001006.1
H26897 NP_001129491.1
H26898 NP_004098.1
H26899 NP_065701.2
H26900 NP_057037.1
H26901 NP_000942.1
H26902 NP_065770.1
H26903 NP_006261.1
H26904 NP_067051.2
H26905 NP_001562.1
H26906 NP_001035758.1
H26907 NP_619580.1
H26908 NP_938074.2
H26909 NP_001527.3
H26910 NP_001094810.1
H26911 NP_001129524.1
H26912 NP_689572.1
H26913 NP_068379.1
H26914 NP_055018.2
H26915 NP_570603.2
H26916 NP_001165408.1
H26917 NP_079405.2
H26918 NP_112235.2
H26919 NP_059128.2
H26920 XP_003118809.1
H26921 NP_009185.2
H26922 NP_001092103.1
H26923 NP_115751.2
H26924 NP_001092102.1
H26925 NP_078958.2
H26926 NP_001161694.1
H26927 NP_758962.1
H26928 NP_690863.1
H26929 NP_057637.2
H26930 NP_714941.1
H26931 NP_714940.1
H26932 NP_036478.2
H26933 NP_001180286.1
H26934 NP_036200.2
H26935 NP_001180575.1
H26936 NP_443116.2
H26937 NP_001128635.1
H26938 NP_057524.3
H26939 NP_001020949.1
H26940 NP_056243.1
H26941 NP_001006657.1
H26942 XP_002343697.1
H26943 XP_001724574.1
H26944 NP_689571.2
H26945 NP_079005.3
H26946 NP_001070654.1
H26947 NP_001139281.1
H26948 NP_004968.2
H26949 NP_004842.1
H26950 NP_009052.3
H26951 NP_002682.2
H26952 NP_003112.2
H26953 NP_004524.3
H26954 NP_612420.1
H26955 NP_996261.1
H26956 NP_778233.4
H26957 NP_612207.1
H26958 NP_001019827.2
H26959 NP_001108070.1
H26960 NP_001073926.1
H26961 NP_115674.1
H26962 NP_001153800.1
H26963 NP_001153801.1
H26964 NP_001182005.1
H26965 NP_057232.2
H26966 NP_002966.1
H26967 NP_001497.1
H26968 NP_149059.1
H26969 NP_954857.1
H26970 NP_954858.1
H26971 NP_002248.1
H26972 NP_059979.2
H26973 NP_612631.1
H26974 NP_612630.1
H26975 NP_001639.1
H26976 NP_001025219.1
H26977 NP_001025218.1
H26978 NP_001025221.1
H26979 NP_005542.1
H26980 NP_001002231.1
H26981 NP_004908.3
H26982 XP_372741.4
H26983 NP_036559.1
H26984 NP_001070959.1
H26985 NP_001070960.1
H26986 NP_002765.1
H26987 NP_001012982.1
H26988 NP_001012983.1
H26989 NP_005037.1
H26990 NP_644806.1
H26991 NP_653088.1
H26992 NP_653089.1
H26993 NP_009127.1
H26994 NP_653090.1
H26995 NP_036447.1
H26996 NP_665895.1
H26997 NP_002767.2
H26998 NP_001070968.1
H26999 NP_659196.1
H27000 NP_006844.1
H27001 NP_001129504.1
H27002 NP_001161077.1
H27003 NP_062544.1
H27004 NP_665901.1
H27005 NP_665902.1
H27006 NP_056411.1
H27007 NP_071329.2
H27008 NP_660275.2
H27009 NP_055256.1
H27010 NP_055200.1
H27011 NP_057627.2
H27012 NP_001763.3
H27013 NP_001076087.1
H27014 NP_001171079.1
H27015 NP_775906.1
H27016 NP_001094842.1
H27017 NP_001157394.1
H27018 NP_001976.1
H27019 NP_001014763.1
H27020 NP_689566.1
H27021 NP_005592.1
H27022 NP_085915.2
H27023 NP_001155220.1
H27024 NP_001180552.1
H27025 NP_149121.2
H27026 NP_001164627.1
H27027 NP_001164628.1
H27028 NP_001164629.1
H27029 NP_001164630.1
H27030 NP_001164631.1
H27031 NP_001164632.1
H27032 NP_055257.2
H27033 NP_001073874.1
H27034 NP_443729.1
H27035 NP_201586.1
H27036 NP_001236.4
H27037 NP_942142.3
H27038 NP_001171018.1
H27039 NP_942143.3
H27040 NP_001171020.1
H27041 NP_001171019.1
H27042 NP_009078.1
H27043 XP_003118810.1
H27044 NP_003821.1
H27045 NP_001092082.1
H27046 NP_001514.2
H27047 NP_001180235.1
H27048 NP_002020.1
H27049 NP_001453.1
H27050 NP_001005738.1
H27051 NP_002021.3
H27052 NP_116068.2
H27053 NP_001129062.1
H27054 NP_075562.2
H27055 NP_001026891.2
H27056 NP_079116.2
H27057 NP_067645.3
H27058 NP_940882.2
H27059 NP_079316.2
H27060 NP_055465.1
H27061 NP_001129971.1
H27062 NP_848618.2
H27063 NP_001096127.1
H27064 NP_055040.2
H27065 NP_001010851.1
H27066 NP_653285.2
H27067 NP_001154897.1
H27068 NP_001154898.1
H27069 NP_775801.2
H27070 NP_001154899.1
H27071 NP_001138906.1
H27072 NP_115799.2
H27073 NP_001137410.1
H27074 NP_001137411.1
H27075 NP_001093164.1
H27076 NP_001034975.2
H27077 NP_001166126.1
H27078 NP_060730.2
H27079 NP_060770.3
H27080 NP_001099019.1
H27081 NP_001099020.1
H27082 NP_001099021.1
H27083 NP_001099022.1
H27084 NP_001099023.1
H27085 NP_001099024.1
H27086 NP_112234.3
H27087 NP_001154971.1
H27088 NP_001154972.1
H27089 NP_001154973.1
H27090 NP_940859.2
H27091 NP_008900.2
H27092 NP_001008801.1
H27093 NP_954583.1
H27094 NP_997216.2
H27095 XP_496322.5
H27096 NP_976052.2
H27097 NP_001026835.1
H27098 NP_689686.2
H27099 NP_001177984.1
H27100 NP_942596.1
H27101 NP_150630.2
H27102 NP_001096073.1
H27103 NP_001157781.1
H27104 NP_060825.2
H27105 NP_001129510.2
H27106 NP_115973.2
H27107 NP_001166145.1
H27108 NP_001166146.1
H27109 NP_079009.3
H27110 NP_872415.1
H27111 NP_776255.2
H27112 NP_776256.2
H27113 XP_003118818.1
H27114 NP_203127.3
H27115 XP_003118819.1
H27116 NP_612383.1
H27117 NP_001035275.1
H27118 NP_001008401.3
H27119 NP_001004301.2
H27120 NP_001073375.1
H27121 NP_001073376.1
H27122 NP_061025.5
H27123 NP_001012746.1
H27124 NP_653288.1
H27125 NP_150639.1
H27126 NP_612382.1
H27127 NP_001018654.1
H27128 NP_001018655.1
H27129 NP_001018656.1
H27130 NP_001018657.1
H27131 NP_002730.1
H27132 NP_114102.2
H27133 NP_114101.4
H27134 NP_665813.1
H27135 NP_665814.1
H27136 NP_114103.2
H27137 NP_940883.2
H27138 NP_001129158.1
H27139 NP_570127.2
H27140 NP_573398.1
H27141 NP_573399.1
H27142 NP_996554.1
H27143 NP_004533.1
H27144 NP_037474.1
H27145 NP_056444.3
H27146 NP_055331.1
H27147 NP_077292.1
H27148 NP_001138775.1
H27149 NP_653287.1
H27150 NP_077274.3
H27151 NP_001139555.1
H27152 NP_001139528.1
H27153 NP_001139554.1
H27154 NP_001070914.1
H27155 NP_076980.2
H27156 NP_001004.2
H27157 NP_001074919.1
H27158 NP_006855.2
H27159 NP_077294.2
H27160 NP_006831.1
H27161 NP_001074911.1
H27162 NP_001074912.1
H27163 NP_001074447.1
H27164 NP_005865.2
H27165 NP_006856.3
H27166 NP_001166125.1
H27167 NP_871714.1
H27168 NP_067073.1
H27169 NP_870994.1
H27170 NP_871715.1
H27171 NP_036408.3
H27172 NP_068352.1
H27173 NP_002278.1
H27174 NP_001005367.1
H27175 NP_065710.1
H27176 NP_443157.1
H27177 NP_945339.2
H27178 NP_659494.2
H27179 NP_002279.2
H27180 NP_067154.1
H27181 NP_006857.1
H27182 NP_001124389.1
H27183 NP_006854.1
H27184 NP_006660.3
H27185 NP_001075106.1
H27186 NP_001075107.1
H27187 NP_001075108.1
H27188 NP_006838.3
H27189 NP_001074907.1
H27190 NP_703144.2
H27191 NP_056952.2
H27192 NP_055033.2
H27193 NP_002246.5
H27194 NP_001074239.1
H27195 NP_001074241.1
H27196 NP_037421.2
H27197 NP_036446.3
H27198 NP_006728.2
H27199 NP_579803.1
H27200 NP_579805.1
H27201 NP_579806.1
H27202 NP_579807.1
H27203 NP_579811.1
H27204 NP_579812.1
H27205 NP_001991.1
H27206 NP_579808.1
H27207 NP_579813.1
H27208 NP_004820.1
H27209 NP_001138929.1
H27210 NP_001138930.1
H27211 NP_631915.2
H27212 NP_996611.2
H27213 NP_001120727.1
H27214 NP_001167552.1
H27215 NP_060322.1
H27216 NP_001167553.1
H27217 NP_001167554.1
H27218 NP_001077368.1
H27219 NP_057447.4
H27220 NP_001139443.1
H27221 NP_612421.1
H27222 NP_573441.2
H27223 NP_060199.3
H27224 NP_060077.1
H27225 NP_003274.3
H27226 NP_001119604.1
H27227 NP_001119605.1
H27228 NP_000354.4
H27229 NP_849159.2
H27230 NP_003171.2
H27231 NP_002833.3
H27232 NP_001154912.1
H27233 NP_776165.3
H27234 NP_055746.3
H27235 NP_001123578.1
H27236 NP_036399.3
H27237 NP_115806.1
H27238 NP_001078957.1
H27239 NP_116090.2
H27240 XP_003118811.1
H27241 NP_653214.2
H27242 NP_001138874.1
H27243 NP_000632.1
H27244 NP_631911.1
H27245 NP_001177693.1
H27246 NP_001129607.1
H27247 NP_000982.2
H27248 NP_001129606.1
H27249 NP_001129609.1
H27250 NP_001129608.1
H27251 NP_055316.2
H27252 NP_001138648.1
H27253 NP_078986.1
H27254 NP_001129673.1
H27255 NP_001129674.1
H27256 NP_149104.2
H27257 NP_065111.1
H27258 NP_001138422.1
H27259 NP_001094871.2
H27260 XP_003118812.1
H27261 NP_689813.2
H27262 NP_116225.2
H27263 NP_694951.1
H27264 XP_003118820.1
H27265 NP_976308.1
H27266 NP_001156895.1
H27267 NP_996998.1
H27268 NP_057286.1
H27269 NP_057619.1
H27270 NP_037433.2
H27271 NP_009210.1
H27272 NP_001012496.1
H27273 NP_001123543.1
H27274 NP_001123544.1
H27275 NP_037465.2
H27276 NP_789790.2
H27277 NP_001138486.1
H27278 NP_659444.2
H27279 NP_604393.2
H27280 NP_789780.2
H27281 NP_789781.2
H27282 NP_703148.4
H27283 NP_001002836.2
H27284 NP_060807.2
H27285 NP_149097.1
H27286 NP_001139018.1
H27287 NP_001073925.2
H27288 NP_077279.1
H27289 XP_001725620.1
H27290 NP_653291.1
H27291 NP_689691.2
H27292 NP_001153333.1
H27293 NP_001153332.1
H27294 NP_071386.3
H27295 NP_065864.2
H27296 NP_065879.1
H27297 NP_001001668.3
H27298 NP_067039.1
H27299 NP_001180557.1
H27300 NP_001005850.1
H27301 NP_056178.3
H27302 NP_001139798.1
H27303 NP_001139799.1
H27304 NP_006201.1
H27305 NP_001139656.1
H27306 NP_001139658.1
H27307 NP_001139657.1
H27308 NP_001139659.1
H27309 NP_065954.1
H27310 NP_443114.1
H27311 NP_001012747.1
H27312 NP_003408.1
H27313 NP_001015879.1
H27314 NP_001015878.1
H27315 NP_003151.2
H27316 NP_001018857.2
H27317 NP_001138550.1
H27318 NP_006626.3
H27319 NP_998763.2
H27320 NP_065708.2
H27321 NP_775902.2
H27322 NP_690873.2
H27323 NP_001166244.1
H27324 NP_008890.2
H27325 NP_001018855.2
H27326 NP_065684.1
H27327 NP_001019767.1
H27328 NP_001137540.1
H27329 NP_001091962.1
H27330 NP_001091965.1
H27331 NP_078967.3
H27332 NP_001091963.1
H27333 NP_001091966.1
H27334 NP_001091961.1
H27335 NP_001091964.1
H27336 NP_940944.1
H27337 NP_694995.1
H27338 NP_001034743.1
H27339 NP_060349.1
H27340 NP_001010879.2
H27341 NP_065931.3
H27342 NP_003426.3
H27343 NP_006376.2
H27344 NP_942152.1
H27345 NP_689890.1
H27346 NP_612356.1
H27347 NP_001078853.1
H27348 NP_079109.2
H27349 NP_775903.3
H27350 NP_060122.2
H27351 NP_079038.2
H27352 XP_003118813.1
H27353 NP_116217.1
H27354 NP_001138461.1
H27355 NP_689688.2
H27356 NP_597717.1
H27357 NP_005764.2
H27358 NP_689687.1
H27359 NP_079303.2
H27360 NP_872378.3
H27361 NP_009065.1
H27362 NP_001158002.1
H27363 NP_001158001.1
H27364 NP_001157999.1
H27365 NP_003427.3
H27366 NP_001139014.1
H27367 NP_001139015.1
H27368 NP_076415.3
H27369 NP_001139016.1
H27370 NP_078896.3
H27371 NP_057409.1
H27372 NP_598009.1
H27373 NP_057408.2
H27374 NP_055295.2
H27375 NP_066575.2
H27376 XP_003118814.1
H27377 NP_862829.1
H27378 NP_570602.2
H27379 NP_940860.1
H27380 NP_612475.1
H27381 NP_001123202.1
H27382 NP_001000.2
H27383 XP_003118815.1
H27384 XP_003118816.1
H27385 NP_775819.1
H27386 NP_003424.3
H27387 NP_997278.2
H27388 NP_055162.1
H27389 NP_060378.1
H27390 NP_036386.1
H27391 NP_116181.1
H27392 NP_005753.1
H27393 NP_940818.1
H27394 NP_055268.1
H27395 NP_003960.1
H27396 NP_932172.1
H27397 NP_003413.2
H27398 XP_003119153.1
H27399 XP_003119156.1
H27400 XP_003119154.1
H27401 XP_003119155.1
H27402 XP_003119159.1
H27403 XP_003119157.1
H27404 XP_003119160.1
H27405 XP_003119158.1
H27406 XP_003119170.1
H27407 XP_003119161.1
H27408 XP_002344494.2
H27409 XP_003119164.1
H27410 XP_003119168.1
H27411 XP_003119169.1
H27412 XP_003119165.1
H27413 XP_003119162.1
H27414 XP_003119166.1
H27415 XP_003119163.1
H27416 XP_003119167.1
H27417 NP_001077008.1
H27418 NP_065396.1
H27419 NP_055328.2
H27420 NP_055327.1
H27421 NP_036444.1
H27422 XP_003119172.1
H27423 XP_003119171.1
H27424 NP_697020.2
H27425 NP_112193.1
H27426 NP_620713.1
H27427 NP_001032821.1
H27428 NP_543021.1
H27429 NP_997352.1
H27430 NP_695001.1
H27431 NP_149080.2
H27432 NP_008874.2
H27433 NP_079234.1
H27434 NP_066981.2
H27435 NP_006453.1
H27436 NP_112506.2
H27437 NP_653229.1
H27438 NP_808227.1
H27439 NP_001886.1
H27440 NP_808228.1
H27441 NP_004600.2
H27442 NP_542763.1
H27443 NP_149120.1
H27444 NP_212134.3
H27445 NP_113612.1
H27446 NP_001035812.1
H27447 NP_997004.1
H27448 NP_057069.1
H27449 NP_001025042.2
H27450 NP_001035096.1
H27451 NP_006805.2
H27452 NP_848693.2
